web_scraper_order,web_scraper_start_url,pagination,comment,date,data6,data7
"1773397937-502","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Đánh ko lên màu","2026-01-19 12:41 | Phân loại hàng: 05 - Coral Drench","Phân loại hàng: 05 - Coral Drench","Son Pha Lê 3CE Misty Lip Bare"
"1773397937-503","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Màu này làm lớp son bóng thì ok hơn
Nhưng đánh thì vẫn ko ăn môi, như nước trôi í","2026-01-19 12:41","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-504","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Dùng ko thấy cái màu gì luôn. Cứ bị rụng kim tuyến vào mắt. Bé tí tẹo","2026-01-18 12:06 | Phân loại hàng: MAUVE LIKE","Phân loại hàng: MAUVE LIKE","Phấn mắt 3 ô 3CE Color Grid Eyeshadow"
"1773397937-505","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-17 16:45","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-506","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Lần đầu đánh giá 1 sao .mua đỏ cảm giao đỏ rượu, nt hỗ trợ nhưng kỉ thấy phản hồi. Khi nào đổi đúng màu sẽ quay lại đánh giá","2026-01-17 16:45 | Phân loại hàng: Play Off-Đỏ cam","Phân loại hàng: Play Off-Đỏ cam","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-507","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","just posted another photo on my profile for the week with a few of the other people in my life who i","2026-01-17 16:02","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-508","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Màu ko đẹp, nhanh trôi
Nch ko nên mua","2026-01-17 13:48 | Phân loại hàng: #08 Figtachio","Phân loại hàng: #08 Figtachio","Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush"
"1773397937-509","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Giao sai màu","2026-01-17 12:28 | Phân loại hàng: 09 - Driftwood","Phân loại hàng: 09 - Driftwood","Son Pha Lê 3CE Misty Lip Bare"
"1773397937-510","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","igói hàng quá kém cỏi. để miếng giấy gói hàng cho có chứ ko bao bọc lại cây son. hộp méo mó hư hại tới trong.  mall lớn làm ăn cẩu thả. cây son củng đâu có rẻ đâu. quấn bao chống sốc rồi dán băng kẹo lại củng ko mất nhiều thời gian nữa. không tôn trọng khách hàng","2026-01-17 11:45 | Phân loại hàng: 11 - Rose Sigh","Phân loại hàng: 11 - Rose Sigh","Son Pha Lê 3CE Misty Lip Bare"
"1773397937-511","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Giao thiếu quà tặng, nhắn tin hỏi thì shop chỉ nói thông cảm chứ ko hề có ý định bù cho người mua.
Cạch mặt lun shop","2026-01-17 11:38","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-512","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Giao thiếu quà tặng, nhắn tin hỏi thì shop chỉ nói thông cảm chứ ko hề có ý định bù cho người mua.
Cạch mặt lun shop","2026-01-17 11:38 | Phân loại hàng: KNIT-Hồng khô","Phân loại hàng: KNIT-Hồng khô","Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick"
"1773397937-513","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Đã bị bóc hàng ra rồi . K còn seal .","2026-01-17 10:50","","Chai Xịt Cố Định Lớp Trang Điểm 3CE 3CE Shimmer Makeup Fixer"
"1773397937-514","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Mình mua trong live c Hanah, mình đặt rất sớm khi chị bắt đầu live. Hiển thị mua 1 sẽ được tặng quà. Nhưng khi mình nhận thì không có quà. Mình báo shop thì báo số lượng có hạn. Xong rồi báo mình không check trong giỏ hàng. Trong khi đó lúc mua thì không báo như vậy. Cảm thấy chuyện tặng quà chỉ là hiển thị chơi thôi chứ ai hên mới nhận","2026-01-17 09:35 | Phân loại hàng: Middy Hype","Phân loại hàng: Middy Hype","Phấn Má Hồng Bắt Sáng 3CE Blushlighter"
"1773397937-515","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-17 08:00","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-516","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Đặt màu đỏ cam mà tô ra màu Hồng cánh sen","2026-01-17 08:00 | Phân loại hàng: Play Off-Đỏ cam","Phân loại hàng: Play Off-Đỏ cam","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-517","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Hàng lỗi nhưng lại k duyệt","2026-01-17 08:00 | Phân loại hàng: Laydown-Hồng trầm","Phân loại hàng: Laydown-Hồng trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-518","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-17 07:15 | Phân loại hàng: Sepia-Đỏ táo trầm","Phân loại hàng: Sepia-Đỏ táo trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-519","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Chào khách  hàng, yêu cầu thay đổi thông tin đơn hàng của bạn đã được xử lý, xin hãy lựa  chọn thông tin chính xác để lên đơn lại :D Mẫu này đang rất hot, hàng trong  kho có hạn, mau chóng lên đơn, tôi sẽ cố gắng gửi hàng cho bạn nhanh nhất :)","2026-01-16 21:55","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-520","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-16 20:10 | Phân loại hàng: Mono Pink-Hồng khô","Phân loại hàng: Mono Pink-Hồng khô","Phấn Má Hồng Mịn Lì 3CE Face Blush"
"1773397937-521","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Hàng made in china mà giá ko rẻ, ko hiểu tại sao là shop mall, hàng fake, ko mua lại của shop lần sau.","2026-01-16 19:56 | Phân loại hàng: Pink Guava-Hồng đào","Phân loại hàng: Pink Guava-Hồng đào","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-522","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Mua màu đỏ cam mà shop giao màu gì chả phải màu đỏ cam","2026-01-16 19:14 | Phân loại hàng: Play Off-Đỏ cam","Phân loại hàng: Play Off-Đỏ cam","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-523","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Giao k đúng mẫu đặc mẫu này giao mẫu kia","2026-01-16 19:05 | Phân loại hàng: 02 - Earlier","Phân loại hàng: 02 - Earlier","Son Pha Lê 3CE Misty Lip Bare"
"1773397937-524","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Made in china là sao","2026-01-16 13:32 | Phân loại hàng: Mono Pink-Hồng khô","Phân loại hàng: Mono Pink-Hồng khô","Phấn Má Hồng Mịn Lì 3CE Face Blush"
"1773397937-525","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Son mới xài đc mấy bữa gãy chân son tự rớt ra luôn rồi
Son thỏi này quá tệ.","2026-01-16 13:25 | Phân loại hàng: 10-Already Booke","Phân loại hàng: 10-Already Booke","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-526","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Má hồng xấu như ma","2026-01-16 11:09 | Phân loại hàng: WHIP RED-Đỏ mận","Phân loại hàng: WHIP RED-Đỏ mận","Son kem bùn mịn lì 3CE Hazy Lip Clay"
"1773397937-527","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-16 10:35","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-528","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-16 10:35 | Phân loại hàng: Bitter Hour-Đỏ đất, Private-Đỏ lạnh","Phân loại hàng: Bitter Hour-Đỏ đất","Son kem lì nhung mịn 3CE Velvet Lip Tint"
"1773397937-529","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Tệ , xài bị ngứa môi , châm chích , thâm môi , sẽ k quay lại lần sau mọi người nên né shop ra nhé , xài bị rát nóng môi","2026-01-16 10:06 | Phân loại hàng: Sepia-Đỏ táo trầ","Phân loại hàng: Sepia-Đỏ táo trầ","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-530","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-16 01:19 | Phân loại hàng: City Mauve-Hồng khói","Phân loại hàng: City Mauve-Hồng khói","Phấn Má Hồng Mịn Lì 3CE Face Blush"
"1773397937-531","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Son 3ce mà gói trong hộp loreal, lại thêm một đống giấy gì bị cắt ra rồi nhét vào hộp. Hộp đựng cây son không có bao bì gì bọc, có dấu hiệu bị lấy ra. Cây son thì bị trầy xước. Mã màu thì đúng nhưng lên màu lại khác ảnh hoàn toàn!

Trước mình mua bên loreal cũng bị i như này, hàng không có hộp gì đàng hoàng, tem niêm phong thì bị cắt, lọ thủy tinh trầy xước tùm lum chỗ. Brand chính hãng cũng bán cho khách đồ bị hoàn lại:)) không bao giờ mua lại","2026-01-15 20:46 | Phân loại hàng: #30 Melting Smore","Phân loại hàng: #30 Melting Smore","Son bóng dưỡng môi 3CE Glazy Lip Glow"
"1773397937-532","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Hàng mình đặt hoàn về shop hoàn lại gãy hết nát tung bành rồi thì khách hàng dùng kiểu gì nữa. Ý là hoàn về lại cho khách mà như này thì dùng sao được :)))","2026-01-16 20:39 | Phân loại hàng: HUSH RED-Đỏ mâm xôi","Phân loại hàng: HUSH RED-Đỏ mâm xôi","Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick"
"1773397937-533","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","made in china là sao vậy shop","2026-01-15 11:09 | Phân loại hàng: Chasing Rose-Hồn","Phân loại hàng: Chasing Rose-Hồn","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-534","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Tau sợ cái hãng son này quá bay. Đắt tiền mà chất lượng k đi đôi. Ngoài màu tím lịm chứ trong ảnh còn đỡ. Bôi lên chưa kịp tán đã sét chặt lại rồi nói chung là phí tiền","2026-01-15 08:48 | Phân loại hàng: Sepia-Đỏ táo trầ","Phân loại hàng: Sepia-Đỏ táo trầ","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-535","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","sản phẩm đánh k nên màu, màu quá nhạt","2026-01-14 23:08 | Phân loại hàng: Slick","Phân loại hàng: Slick","Phấn Má Hồng Bắt Sáng 3CE Blushlighter"
"1773397937-536","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","màu son, chất son đều khác hoàn toàn ảnh mô tả, yêu cầu trả hàng hoàn tiền, hàng đã hoàn về, shop k chấp nhận cho trả hàng, vậy là k được hoàn tiền, nhưng son cũng k gửi lại cho mình luôn 😀","2026-01-14 22:34 | Phân loại hàng: Laydown-Hồng trầ","Phân loại hàng: Laydown-Hồng trầ","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-537","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-14 19:51 | Phân loại hàng: BUDDY-Hồng cá hồi","Phân loại hàng: BUDDY-Hồng cá hồi","Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick"
"1773397937-538","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Màu son cứ bị lệch tone so với mình đặt dù môi mình không thâm cứ ra ánh tím hồng","2026-01-14 15:54 | Phân loại hàng: Daffodil-Đậu đỏ","Phân loại hàng: Daffodil-Đậu đỏ","Son kem lì nhung mịn 3CE Velvet Lip Tint"
"1773397937-539","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Hàng china , mình trả hàng thì ko cho , từ chối khiếu nại của mình . Ủa bình thường mua shopee mall chắc cú lắm , mà sao nay shoppe mall kì vậy trời .","2026-01-14 09:30 | Phân loại hàng: Delectable-Hồng dâu","Phân loại hàng: Delectable-Hồng dâu","Phấn Má Hồng Mịn Lì 3CE Face Blush"
"1773397937-540","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Tệ","2026-01-13 22:12","","(GWP) Túi Đựng Mỹ Phẩm 3CE Square Leather Pouch"
"1773397937-541","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Shop làm việc quá chậm","2026-01-18 20:47 | Phân loại hàng: #02 Taupe","Phân loại hàng: #02 Taupe","Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush"
"1773397937-542","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Team mê màu hằmmm 🩷🌸. Cái màu nó ngọt ngào, đáng yêu, công chúa sao í 💌

Nay sốp lên thêm vài mẫu đầm mặc đi tiệc, đi date siu hợp lun nhen 🎠✨","2026-01-13 14:38","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-543","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Son màu như màu mắm tôm, không giống như hàng quảng cáo, biết là mỗi màu môi thì son đánh lên khác màu nhưng mà màu này quá tối, quá tệ, như bán hàng giả, kh nên mua","2026-01-13 12:29 | Phân loại hàng: Laydown-Hồng trầ","Phân loại hàng: Laydown-Hồng trầ","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-544","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Hộp kg nguyên vẹn mất cả nắp hộp 
Hộp giấy cũ kg có dán tem hoặc đã bị khui hộp giấy rồi","2026-01-13 12:17 | Phân loại hàng: (Lõi Refill)-W04","Phân loại hàng: (Lõi Refill)-W04","Phấn Nước Trang Điểm 3CE Fitting Mesh Cushion"
"1773397937-545","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Shop làm việc kém, k hoàn trả hàng lại cho khách","2026-01-13 10:16 | Phân loại hàng: Nude Peach-Be nude","Phân loại hàng: Nude Peach-Be nude","Phấn Má Hồng Mịn Lì 3CE Face Blush"
"1773397937-546","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-13 00:30","","Chai Xịt Cố Định Lớp Trang Điểm 3CE 3CE Shimmer Makeup Fixer"
"1773397937-547","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Tui xấu","2026-01-12 16:11","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-548","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Cách chăm sóc khách hàng quá tệ, shop xứng đáng 1 sao, ko biét hỗ trợ khách , bắt khách dùng 2 mã spham giống nhau để đến kiếp nào mới hết","2026-01-12 16:11 | Phân loại hàng: Slick","Phân loại hàng: Slick","Phấn Má Hồng Bắt Sáng 3CE Blushlighter"
"1773397937-549","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Quá tệ mang tiếng nhãn hàng lớn, khach mua nhầm thành 2 san phâm
Giônh nhau cũng ko hỗ trợ đổi trả cho khách, ko bao giờ quay lai mua hagg nữa quá tệ","2026-01-12 16:11","","Chai Xịt Cố Định Lớp Trang Điểm 3CE 3CE Shimmer Makeup Fixer"
"1773397937-550","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Quá tệ cách hỗ trợ khách hàng ko bgio mua laik lần 2","2026-01-12 16:11 | Phân loại hàng: Double Wind-Hồng khô","Phân loại hàng: Double Wind-Hồng khô","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-551","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-12 15:43","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-552","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Màu khác xa hình","2026-01-12 09:29 | Phân loại hàng: BUDDY-Hồng cá hồi","Phân loại hàng: BUDDY-Hồng cá hồi","Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick"
"1773397937-553","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Sơn thơm nhưng màu xấu. Chất son siêu xấu. Hạt màu lớn, khó tán màu trên môi, môi hơi khô xíu thôi là lộ hết phần khô ra. Tên son là len mịn lì nhưng ko mịn xíu nào đâu, cũng ko giống mấy chất son bùn hay son nhung đồ đâu nha.","2026-01-11 16:57 | Phân loại hàng: HUSH RED-Đỏ mâm xôi","Phân loại hàng: HUSH RED-Đỏ mâm xôi","Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick"
"1773397937-554","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Made in china ?????","2026-01-11 12:04 | Phân loại hàng: Sepia-Đỏ táo trầm","Phân loại hàng: Sepia-Đỏ táo trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-555","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-11 07:12 | Phân loại hàng: Childlike-Cam cháy","Phân loại hàng: Childlike-Cam cháy","Son kem lì nhung mịn 3CE Velvet Lip Tint"
"1773397937-556","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Đã mua phân loại da sáng rồi. Mà về đánh da mặt tối hơn da cổ nữa, trong khi mình da không trắng. Chưa kể, review bảo nhiều dưỡng nhưng đánh lên rất bết và lì, da khô như mình rất dễ môccs vaf bị cặn nếu không đánh kĩ. Giá tiền vậy mà về chất cũng như màu hoàn toàn không ưng","2026-01-11 07:08 | Phân loại hàng: Tông Lạnh - P02","Phân loại hàng: Tông Lạnh - P02","Phấn Nước Trang Điểm 3CE Fitting Mesh Cushion"
"1773397937-557","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Mình ko đề cập chất lượng sp vì mình chưa dùng, nhưng mình gửi 1 sao thì cách làm việc của nhân viên 3CE. Mình đặt trùng đơn nên đã huỷ đơn khi còn chưa lấy hàng, nhưng sau đó nhân viên vẫn cho đơn đi, vì đơn này mình đã thanh toán rồi. Mình nghĩ do các bạn nắm đc tiền thanh toán rồi nên mới cố chấp như vậy. Hãng mình cũng lớn, đừng làm lẻ tẻ như vậy ạ. Mình ko làm sai luật của sàn hay gì cả. Mong nhân viên của hãng chú ý hơn, đừng để khách mua 1 lần rồi ko có ý định mua lại dù sản phẩm có chất lượng như thế nào.","2026-01-11 02:16 | Phân loại hàng: 09 - Driftwood, 02 - Earlier","Phân loại hàng: 09 - Driftwood","Son Pha Lê 3CE Misty Lip Bare"
"1773397937-558","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Mình ko đề cập chất lượng sp vì mình chưa dùng, nhưng mình gửi 1 sao thì cách làm việc của nhân viên 3CE. Mình đặt trùng đơn nên đã huỷ đơn khi còn chưa lấy hàng, nhưng sau đó nhân viên vẫn cho đơn đi, vì đơn này mình đã thanh toán rồi. Mình nghĩ do các bạn nắm đc tiền thanh toán rồi nên mới cố chấp như vậy. Hãng mình cũng lớn, đừng làm lẻ tẻ như vậy ạ. Mình ko làm sai luật của sàn hay gì cả. Mong nhân viên của hãng chú ý hơn, đừng để khách mua 1 lần rồi ko có ý định mua lại dù sản phẩm có chất lượng như thế nào.","2026-01-11 02:16","","Mascara Siêu Mỏng Chống Nước 3CE Super Slim Waterproof Mascara - Black"
"1773397937-559","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","fake","2026-01-10 14:12 | Phân loại hàng: Casual Affair-Hồng","Phân loại hàng: Casual Affair-Hồng","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-560","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-10 12:59","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-561","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Shop gửi hàng chỉ còn hsd 11 tháng, với hàng mỹ phẩm như vậy thì như xả tồn kho vậy. Mình rất khó chịu vì chi gần 300k ra mua 1 sp kiểu sắp hết hạn này.","2026-01-10 12:59 | Phân loại hàng: Speak Up-Lê đỏ ngâm","Phân loại hàng: Speak Up-Lê đỏ ngâm","Son kem lì nhung mịn 3CE Velvet Lip Tint"
"1773397937-562","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Shop gửi hàng chỉ còn hsd 11 tháng, với hàng mỹ phẩm như vậy thì như xả tồn kho vậy. Mình rất khó chịu vì chi gần 300k ra mua 1 sp kiểu sắp hết hạn này.","2026-01-10 12:59 | Phân loại hàng: KNIT-Hồng khô","Phân loại hàng: KNIT-Hồng khô","Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick"
"1773397937-563","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Quá tệ","2026-01-10 10:04 | Phân loại hàng: #21 Heated","Phân loại hàng: #21 Heated","Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush"
"1773397937-564","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Khỏi nói nhiều treo đầu dê bán thịt chó, ai chuẩn bị săn seo 15/1 thì chú ý nha, tặng quà không đúng với như nhưng gì trên live nói đâu","2026-01-09 13:49","","Chai Xịt Cố Định Lớp Trang Điểm 3CE 3CE Shimmer Makeup Fixer"
"1773397937-565","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Khỏi nói nhiều treo đầu dê bán thịt chó, ai chuẩn bị săn seo 15/1 thì chú ý nha, tặng quà không đúng với như nhưng gì trên live nói đâu.","2026-01-09 13:49","","(GWP) Son Kem Nhung Mịn 3CE Velvet Lip Tint Mini #Taupe"
"1773397937-566","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-08 22:57 | Phân loại hàng: WHIP RED-Đỏ mận","Phân loại hàng: WHIP RED-Đỏ mận","Son kem bùn mịn lì 3CE Hazy Lip Clay"
"1773397937-567","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","hàng  bị hỏng bung vít, muốn đổi","2026-01-08 22:56","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-568","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-08 18:32 | Phân loại hàng: Laydown-Hồng trầ","Phân loại hàng: Laydown-Hồng trầ","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-569","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Màu lên k bền nha. Đánh đc có 4 tiếng bị mốc nền ngay chỗ đánh má hồng rồi. Highlight bị mất luôn. Đc cái màu nhìn cute thôi chứ độ bám thua xa má hồng các hãng khác. Làm xấu luôn cả nền. Đọc toàn thấy khen lấy khen để. Mua về xài mới biết thực hư. Chán","2026-01-08 15:15 | Phân loại hàng: Lazy Talk","Phân loại hàng: Lazy Talk","Phấn Má Hồng Bắt Sáng 3CE Blushlighter"
"1773397937-570","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","màu rất xấu, hỗ trợ khách hàng một cách gian dối. Không bao giờ mua lại lần 2","2026-01-08 14:58 | Phân loại hàng: Breeze Way-Cam n","Phân loại hàng: Breeze Way-Cam n","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-571","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-08 11:59 | Phân loại hàng: Coral Flush","Phân loại hàng: Coral Flush","Phấn Má Hồng Bắt Sáng 3CE Blushlighter"
"1773397937-572","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Ko như quản cáo , ko cho test sp","2026-01-08 10:40 | Phân loại hàng: PURE BLEND-Hồng da","Phân loại hàng: PURE BLEND-Hồng da","Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick"
"1773397937-573","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Hộp màu nhạt là hàng mình mới mua từ shop, xuất sứ TQ. Màu nhạt lên má k đẹp bằng màu cũ, phấn bay tả tơi hỏi shop về xuất sứ thì lòng vòng cố tình né tránh. Chán!!!","2026-01-07 22:22 | Phân loại hàng: Mono Pink-Hồng khô","Phân loại hàng: Mono Pink-Hồng khô","Phấn Má Hồng Mịn Lì 3CE Face Blush"
"1773397937-574","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","k cho hoàn trả hàng mặc dù k đúng . mọi ng mua nên cân nhắc","2026-01-07 21:49 | Phân loại hàng: Think Again-Mơ ngọt","Phân loại hàng: Think Again-Mơ ngọt","Son kem lì nhung mịn 3CE Velvet Lip Tint"
"1773397937-575","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Son kiểu gì, không rơi không va đập mà gãy ngang. Mới được có mấy bữa. Không tính nhận xét, mà lướt lướt trúng thấy tức nên đánh giá cho shop xem lại hàng","2026-01-07 20:12 | Phân loại hàng: 07-Burnt Orange","Phân loại hàng: 07-Burnt Orange","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-576","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","chọn màu tông lạnh mà đánh lên đen hơn mặt mộc ( siêu đennnnnnnnnnnnnnnnnnn )","2026-01-24 15:55 | Phân loại hàng: Tông Lạnh - P02","Phân loại hàng: Tông Lạnh - P02","Phấn Nước Trang Điểm 3CE Fitting Mesh Cushion"
"1773397937-577","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","son tự gãy nằm trong nắp.ko biết hàng giã hay gì.mình chưa gặp trường hợp này bao giờ","2026-01-08 15:04 | Phân loại hàng: 03-Softly Spoken","Phân loại hàng: 03-Softly Spoken","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-578","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-07 09:52 | Phân loại hàng: 13-Silent Bloom","Phân loại hàng: 13-Silent Bloom","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-579","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Giao tới bị bể, hoàn hàng đổi hàng k hỗ trợ","2026-01-07 08:02 | Phân loại hàng: Dear Nude","Phân loại hàng: Dear Nude","Bảng Phấn Mắt 9 màu lâu trôi 3CE Multi Eye Color Palette"
"1773397937-580","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","phần highlight phấn má 3ce dởm alwms mng
 k sử dụng đc nên mua phấn má loại khác , phấn trôi cực nhanh","2026-01-07 06:10 | Phân loại hàng: Coral Flush","Phân loại hàng: Coral Flush","Phấn Má Hồng Bắt Sáng 3CE Blushlighter"
"1773397937-581","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-06 23:31 | Phân loại hàng: SOFTEST-Hồng baby","Phân loại hàng: SOFTEST-Hồng baby","Son bóng dưỡng môi bắt sáng 3CE Shine Reflector (Son vặn 1 chiều)"
